HH_Id,Info_Src_Name_M,Info_Access_Yn_M,NoInfo_Access_Rsn_M,NoInfo_Access_Rsn_Othr_M,Info_Access_Decision_M
2021,6,2,, ,1
2023,1,1,, ,2
2023,2,3,2, ,
2023,3,1,, ,1
2023,4,3,2, ,
2023,5,3,2, ,
2023,6,3,3, ,
2025,1,1,, ,2
2025,2,1,, ,1
2025,3,3,1, ,
2025,4,3,3, ,
2025,5,3,2, ,
2025,6,3,3, ,
2026,1,1,, ,1
2026,2,1,, ,1
2026,3,1,, ,1
2026,4,1,, ,1
2026,5,1,, ,1
2026,6,1,, ,1
2027,1,1,, ,1
2027,2,1,, ,1
2027,3,1,, ,1
2027,4,3,1, ,
2027,5,3,3, ,
2027,6,3,1, ,
2031,1,1,, ,1
2031,2,1,, ,1
2031,3,1,, ,1
2031,4,1,, ,1
2031,5,1,, ,1
2031,6,1,, ,1
2032,1,1,, ,1
2032,2,1,, ,1
2032,3,1,, ,1
2032,4,1,, ,1
2032,5,1,, ,1
2032,6,1,, ,1
2033,1,2,, ,1
2033,2,3,1, ,
2033,3,3,2, ,
2033,4,3,1, ,
2033,5,3,2, ,
2033,6,3,1, ,
2085,1,2,, ,1
2085,2,3,1, ,
2085,3,3,1, ,
2085,4,3,1, ,
2085,5,3,1, ,
2085,6,3,1, ,
2086,1,1,, ,1
2086,2,1,, ,1
2086,3,1,, ,1
2086,4,1,, ,1
2086,5,1,, ,1
2086,6,3,1, ,
2088,1,2,, ,1
2088,2,1,, ,1
2088,3,1,, ,1
2088,4,1,, ,1
2088,5,1,, ,1
2088,6,1,, ,1
2089,1,1,, ,2
2089,2,3,3, ,
2089,3,1,, ,2
2089,4,3,2, ,
2089,5,3,3, ,
2089,6,3,3, ,
2093,1,1,, ,2
2093,2,1,, ,1
2093,3,1,, ,2
2093,4,3,2, ,
2093,5,1,, ,1
2093,6,3,3, ,
2094,,,, ,
2095,1,1,, ,1
2095,2,1,, ,1
2095,3,2,, ,1
2095,4,3,2, ,
2095,5,3,2, ,
2095,6,3,6, ,
2096,1,1,, ,5
2096,2,3,2, ,
2096,3,3,2, ,
2096,4,3,1, ,
2096,5,3,2, ,
2096,6,2,, ,5
2097,1,1,, ,5
2097,2,1,, ,5
2097,3,3,1, ,
2097,4,3,1, ,
2097,5,2,, ,1
2097,6,2,, ,5
2098,1,3,3, ,
2098,2,3,3, ,
2098,3,3,3, ,
2098,4,3,1, ,
2098,5,3,1, ,
2098,6,3,6, ,
2099,1,2,, ,5
2099,2,3,1, ,
2099,3,2,, ,5
2099,4,3,1, ,
2099,5,3,1, ,
2099,6,3,1, ,
4001,,,, ,
4002,1,1,, ,1
4002,2,1,, ,1
4002,3,2,, ,1
4002,4,1,, ,1
4002,5,1,, ,1
4002,6,3,4, ,
4003,1,1,, ,5
4003,2,1,, ,5
4003,3,1,, ,5
4003,4,3,1, ,
4003,5,2,, ,1
4003,6,2,, ,5
4004,1,2,, ,1
4004,2,3,1, ,
4004,3,2,, ,1
4004,4,3,1, ,
4004,5,3,1, ,
4004,6,3,1, ,
4005,1,1,, ,5
4005,2,1,, ,1
4005,3,1,, ,1
4005,4,3,2, ,
4005,5,3,2, ,
4005,6,3,3, ,
4006,1,1,, ,2
4006,2,1,, ,1
4006,3,1,, ,2
4006,4,3,2, ,
4006,5,3,3, ,
4006,6,3,3, ,
4007,1,1,, ,5
4007,2,3,2, ,
4007,3,2,, ,1
4007,4,3,2, ,
4007,5,2,, ,1
4007,6,1,, ,5
4008,1,2,, ,1
4008,2,3,1, ,
4008,3,2,, ,1
4008,4,3,1, ,
4008,5,3,1, ,
4008,6,3,1, ,
4009,1,1,, ,1
4009,2,2,, ,1
4009,3,1,, ,5
4009,4,3,2, ,
4009,5,3,2, ,
4009,6,3,6, ,
4010,1,2,, ,1
4010,2,3,2, ,
4010,3,3,2, ,
4010,4,3,1, ,
4010,5,3,1, ,
4010,6,3,2, ,
4011,1,2,, ,5
4011,2,3,1, ,
4011,3,3,2, ,
4011,4,3,1, ,
4011,5,3,1, ,
4011,6,3,2, ,
4012,1,1,, ,1
4012,2,3,1, ,
4012,3,1,, ,1
4012,4,3,1, ,
4012,5,3,2, ,
4012,6,2,, ,5
4013,1,1,, ,5
4013,2,1,, ,1
4013,3,1,, ,5
4013,4,3,1, ,
4013,5,3,1, ,
4013,6,2,, ,5
4014,1,1,, ,1
4014,2,1,, ,5
4014,3,1,, ,5
4014,4,1,, ,5
4014,5,1,, ,1
4014,6,1,, ,1
4015,1,1,, ,1
4015,2,1,, ,1
4015,3,1,, ,1
4015,4,1,, ,1
4015,5,1,, ,1
4015,6,99,, ,
4016,1,2,, ,1
4016,2,3,1, ,
4016,3,3,1, ,
4016,4,3,1, ,
4016,5,3,1, ,
4016,6,3,1, ,
4017,1,1,, ,1
4017,2,1,, ,1
4017,3,3,1, ,
4017,4,1,, ,1
4017,5,1,, ,1
4017,6,3,1, ,
4018,1,1,, ,5
4018,2,1,, ,1
4018,3,1,, ,1
4018,4,1,, ,1
4018,5,1,, ,1
4018,6,99,, ,
4019,1,1,, ,1
4019,2,2,, ,1
4019,3,1,, ,1
4019,4,3,2, ,
4019,5,3,2, ,
4019,6,2,, ,1
4020,1,1,, ,2
4020,2,1,, ,2
4020,3,1,, ,2
4020,4,3,2, ,
4020,5,3,2, ,
4020,6,3,3, ,
4021,,,, ,
4022,1,2,, ,1
4022,2,2,, ,1
4022,3,2,, ,1
4022,4,3,1, ,
4022,5,2,, ,1
4022,6,3,1, ,
4023,1,1,, ,1
4023,2,2,, ,1
4023,3,1,, ,1
4023,4,3,1, ,
4023,5,2,, ,5
4023,6,3,2, ,
4024,1,1,, ,5
4024,2,2,, ,1
4024,3,1,, ,1
4024,4,3,2, ,
4024,5,2,, ,1
4024,6,3,1, ,
4025,1,1,, ,1
4025,2,1,, ,1
4025,3,1,, ,1
4025,4,99,, ,
4025,5,1,, ,1
4025,6,99,, ,
4026,,,, ,
4027,1,1,, ,1
4027,2,2,, ,1
4027,3,2,, ,1
4027,4,3,1, ,
4027,5,2,, ,1
4027,6,3,1, ,
4028,1,2,, ,1
4028,2,3,1, ,
4028,3,2,, ,1
4028,4,3,1, ,
4028,5,3,1, ,
4028,6,3,1, ,
4029,1,1,, ,1
4029,2,1,, ,1
4029,3,1,, ,1
4029,4,99,, ,
4029,5,99,, ,
4029,6,99,, ,
4030,1,3,1, ,
4030,2,3,1, ,
4030,3,3,1, ,
4030,4,3,1, ,
4030,5,3,1, ,
4030,6,3,1, ,
4031,1,3,3, ,
4031,2,3,2, ,
4031,3,3,3, ,
4031,4,3,3, ,
4031,5,3,3, ,
4031,6,3,3, ,
4032,1,1,, ,1
4032,2,1,, ,1
4032,3,1,, ,1
4032,4,99,, ,
4032,5,99,, ,
4032,6,99,, ,
4033,1,1,, ,5
4033,2,1,, ,1
4033,3,1,, ,1
4033,4,99,, ,
4033,5,1,, ,1
4033,6,99,, ,
4034,1,1,, ,1
4034,2,1,, ,1
4034,3,3,1, ,
4034,4,3,1, ,
4034,5,3,1, ,
4034,6,3,1, ,
4035,1,2,, ,1
4035,2,2,, ,1
4035,3,2,, ,1
4035,4,3,1, ,
4035,5,3,1, ,
4035,6,3,1, ,
4036,,,, ,
4037,1,1,, ,5
4037,2,1,, ,5
4037,3,1,, ,1
4037,4,1,, ,1
4037,5,99,, ,
4037,6,99,, ,
4038,,,, ,
4039,1,1,, ,2
4039,2,1,, ,1
4039,3,1,, ,2
4039,4,3,1, ,
4039,5,3,2, ,
4039,6,3,3, ,
4040,1,2,, ,5
4040,2,2,, ,1
4040,3,2,, ,5
4040,4,3,1, ,
4040,5,3,1, ,
4040,6,3,1, ,
4041,1,1,, ,1
4041,2,1,, ,1
4041,3,2,, ,1
4041,4,3,1, ,
4041,5,3,2, ,
4041,6,2,, ,1
4042,1,2,, ,1
4042,2,3,1, ,
4042,3,3,1, ,
4042,4,3,2, ,
4042,5,2,, ,1
4042,6,3,2, ,
4043,1,1,, ,1
4043,2,1,, ,1
4043,3,1,, ,1
4043,4,99,, ,
4043,5,99,, ,
4043,6,99,, ,
4044,1,1,, ,2
4044,2,3,3, ,
4044,3,1,, ,2
4044,4,3,1, ,
4044,5,3,2, ,
4044,6,3,3, ,
4045,1,1,, ,2
4045,2,3,3, ,
4045,3,1,, ,2
4045,4,3,1, ,
4045,5,3,2, ,
4045,6,3,3, ,
4046,1,1,, ,1
4046,2,1,, ,1
4046,3,1,, ,1
4046,4,3,1, ,
4046,5,2,, ,1
4046,6,3,1, ,
4047,1,1,, ,5
4047,2,3,3, ,
4047,3,3,3, ,
4047,4,3,3, ,
4047,5,3,3, ,
4047,6,3,3, ,
4048,1,2,, ,5
4048,2,3,1, ,
4048,3,3,1, ,
4048,4,3,1, ,
4048,5,3,1, ,
4048,6,3,1, ,
98,1,1,, ,1
98,2,1,, ,1
98,3,1,, ,1
98,4,3,1, ,
98,5,3,1, ,
98,6,1,, ,5
99,1,1,, ,1
99,2,1,, ,1
99,3,1,, ,5
99,4,3,1, ,
99,5,3,1, ,
99,6,3,1, ,
100,1,1,, ,1
100,2,1,, ,1
100,3,1,, ,1
100,4,99,, ,
100,5,1,, ,1
100,6,3,1, ,
101,1,1,, ,1
101,2,1,, ,1
101,3,1,, ,1
101,4,99,, ,
101,5,1,, ,1
101,6,1,, ,1
102,1,1,, ,1
102,2,1,, ,1
102,3,1,, ,5
102,4,3,1, ,
102,5,99,, ,
102,6,2,, ,1
103,1,1,, ,1
103,2,1,, ,1
103,3,1,, ,1
103,4,99,, ,
103,5,99,, ,
103,6,99,, ,
260,1,1,, ,1
260,2,1,, ,1
260,3,1,, ,5
260,4,3,1, ,
260,5,1,, ,1
260,6,1,, ,1
261,1,2,, ,1
261,2,99,, ,
261,3,99,, ,
261,4,99,, ,
261,5,99,, ,
261,6,99,, ,
262,,,, ,
263,1,1,, ,1
263,2,3,1, ,
263,3,1,, ,1
263,4,3,1, ,
263,5,1,, ,1
263,6,1,, ,5
264,1,1,, ,1
264,2,99,, ,
264,3,99,, ,
264,4,99,, ,
264,5,99,, ,
264,6,99,, ,
266,1,2,, ,1
266,2,3,3, ,
266,3,3,3, ,
266,4,3,3, ,
266,5,3,3, ,
266,6,3,3, ,
267,1,3,3, ,
267,2,3,3, ,
267,3,3,3, ,
267,4,3,3, ,
267,5,3,3, ,
267,6,3,2, ,
269,1,1,, ,1
269,2,3,2, ,
269,3,3,1, ,
269,4,3,1, ,
269,5,3,1, ,
269,6,3,1, ,
270,1,1,, ,1
270,2,3,2, ,
270,3,3,4, ,
270,4,3,2, ,
270,5,3,2, ,
270,6,3,2, ,
271,1,2,, ,1
271,2,3,1, ,
271,3,2,, ,1
271,4,3,3, ,
271,5,2,, ,1
271,6,3,4, ,
272,1,1,, ,1
272,2,3,2, ,
272,3,3,6, ,
272,4,3,1, ,
272,5,3,1, ,
272,6,3,1, ,
273,1,2,, ,1
273,2,3,3, ,
273,3,3,3, ,
273,4,3,3, ,
273,5,3,3, ,
273,6,3,3, ,
275,1,1,, ,1
275,2,1,, ,1
275,3,1,, ,1
275,4,3,1, ,
275,5,3,1, ,
275,6,1,, ,5
276,1,2,, ,1
276,2,3,3, ,
276,3,3,3, ,
276,4,3,3, ,
276,5,3,3, ,
276,6,3,3, ,
277,,,, ,
278,1,2,, ,1
278,2,3,2, ,
278,3,3,4, ,
278,4,3,2, ,
278,5,3,5, ,
278,6,3,2, ,
279,1,2,, ,1
279,2,3,3, ,
279,3,3,4, ,
279,4,3,2, ,
279,5,3,3, ,
279,6,3,3, ,
280,1,1,, ,5
280,2,1,, ,1
280,3,1,, ,1
280,4,3,2, ,
280,5,2,, ,1
280,6,1,, ,5
281,1,1,, ,1
281,2,1,, ,1
281,3,1,, ,1
281,4,3,3, ,
281,5,1,, ,1
281,6,1,, ,1
282,1,1,, ,5
282,2,1,, ,1
282,3,1,, ,1
282,4,3,2, ,
282,5,3,2, ,
282,6,1,, ,5
283,1,1,, ,1
283,2,1,, ,1
283,3,3,6, ,
283,4,3,6, ,
283,5,1,, ,1
283,6,1,, ,1
285,1,2,, ,1
285,2,3,2, ,
285,3,3,3, ,
285,4,3,2, ,
285,5,3,4, ,
285,6,3,3, ,
286,1,1,, ,5
286,2,1,, ,1
286,3,1,, ,1
286,4,3,2, ,
286,5,1,, ,1
286,6,1,, ,5
287,,,, ,
289,1,2,, ,1
289,2,3,3, ,
289,3,3,4, ,
289,4,3,2, ,
289,5,3,3, ,
289,6,3,3, ,
290,1,1,, ,1
290,2,3,2, ,
290,3,3,4, ,
290,4,3,2, ,
290,5,3,2, ,
290,6,3,3, ,
292,1,1,, ,1
292,2,3,3, ,
292,3,3,4, ,
292,4,3,2, ,
292,5,3,2, ,
292,6,3,3, ,
293,1,2,, ,1
293,2,3,3, ,
293,3,3,3, ,
293,4,3,2, ,
293,5,3,4, ,
293,6,3,2, ,
295,1,1,, ,1
295,2,1,, ,1
295,3,1,, ,1
295,4,3,1, ,
295,5,2,, ,1
295,6,1,, ,5
296,1,1,, ,5
296,2,1,, ,1
296,3,1,, ,1
296,4,3,2, ,
296,5,1,, ,1
296,6,1,, ,5
297,1,1,, ,5
297,2,1,, ,1
297,3,3,2, ,
297,4,3,2, ,
297,5,3,2, ,
297,6,1,, ,5
299,1,2,, ,5
299,2,2,, ,1
299,3,1,, ,5
299,4,3,6, ,
299,5,3,6, ,
299,6,2,, ,1
301,1,2,, ,5
301,2,2,, ,2
301,3,1,, ,5
301,4,3,1, ,
301,5,1,, ,2
301,6,1,, ,5
302,1,1,, ,1
302,2,1,, ,1
302,3,1,, ,1
302,4,1,, ,1
302,5,1,, ,1
302,6,1,, ,1
303,,,, ,
304,1,2,, ,5
304,2,3,6, ,
304,3,2,, ,5
304,4,3,6, ,
304,5,3,6, ,
304,6,3,6, ,
305,1,2,, ,5
305,2,3,6, ,
305,3,1,, ,5
305,4,3,6, ,
305,5,3,6, ,
305,6,3,6, ,
307,1,1,, ,5
307,2,1,, ,1
307,3,3,2, ,
307,4,3,2, ,
307,5,3,2, ,
307,6,1,, ,5
308,1,1,, ,1
308,2,1,, ,1
308,3,1,, ,1
308,4,3,1, ,
308,5,1,, ,1
308,6,1,, ,5
309,1,1,, ,5
309,2,1,, ,1
309,3,3,2, ,
309,4,3,2, ,
309,5,3,99, ,
309,6,1,, ,5
310,1,1,, ,1
310,2,1,, ,1
310,3,1,, ,1
310,4,2,, ,1
310,5,2,, ,1
310,6,1,, ,5
311,1,2,, ,5
311,2,2,, ,1
311,3,2,, ,5
311,4,3,6, ,
311,5,3,6, ,
311,6,3,6, ,
490,,,, ,
491,1,1,, ,1
491,2,1,, ,1
491,3,1,, ,1
491,4,99,, ,
491,5,99,, ,
491,6,1,, ,1
492,1,1,, ,1
492,2,1,, ,1
492,3,1,, ,1
492,4,1,, ,1
492,5,1,, ,1
492,6,1,, ,1
493,1,1,, ,1
493,2,1,, ,1
493,3,1,, ,1
493,4,3,1, ,
493,5,1,, ,1
493,6,1,, ,1
494,1,1,, ,1
494,2,1,, ,1
494,3,1,, ,1
494,4,99,, ,
494,5,3,1, ,
494,6,1,, ,5
518,1,1,, ,1
518,2,1,, ,1
518,3,99,, ,
518,4,99,, ,
518,5,99,, ,
518,6,99,, ,
520,,,, ,
521,1,1,, ,1
521,2,3,1, ,
521,3,1,, ,1
521,4,3,1, ,
521,5,99,, ,
521,6,3,1, ,
522,1,99,, ,
522,2,99,, ,
522,3,99,, ,
522,4,2,, ,1
522,5,3,1, ,
522,6,3,4, ,
523,1,1,, ,1
523,2,1,, ,1
523,3,3,1, ,
523,4,99,, ,
523,5,99,, ,
523,6,99,, ,
577,1,2,, ,1
577,2,3,2, ,
577,3,3,5, ,
577,4,3,2, ,
577,5,3,2, ,
577,6,3,2, ,
580,1,2,, ,1
580,2,3,2, ,
580,3,3,4, ,
580,4,3,2, ,
580,5,3,2, ,
580,6,3,2, ,
581,1,2,, ,1
581,2,99,, ,
581,3,99,, ,
581,4,99,, ,
581,5,99,, ,
581,6,99,, ,
583,1,2,, ,1
583,2,3,2, ,
583,3,3,5, ,
583,4,3,2, ,
583,5,3,5, ,
583,6,3,1, ,
584,1,2,, ,1
584,2,3,2, ,
584,3,3,4, ,
584,4,3,2, ,
584,5,3,2, ,
584,6,3,2, ,
585,1,2,, ,1
585,2,3,2, ,
585,3,3,4, ,
585,4,3,2, ,
585,5,3,4, ,
585,6,3,2, ,
586,1,1,, ,1
586,2,3,1, ,
586,3,3,6, ,
586,4,3,2, ,
586,5,3,1, ,
586,6,3,1, ,
587,1,2,, ,1
587,2,3,2, ,
587,3,3,5, ,
587,4,3,2, ,
587,5,3,2, ,
587,6,3,2, ,
588,1,1,, ,1
588,2,3,2, ,
588,3,3,4, ,
588,4,3,2, ,
588,5,3,5, ,
588,6,3,4, ,
589,1,2,, ,1
589,2,99,, ,
589,3,99,, ,
589,4,99,, ,
589,5,99,, ,
589,6,99,, ,
590,1,2,, ,1
590,2,3,2, ,
590,3,3,4, ,
590,4,3,2, ,
590,5,3,2, ,
590,6,3,2, ,
591,1,2,, ,1
591,2,3,2, ,
591,3,3,4, ,
591,4,3,2, ,
591,5,3,2, ,
591,6,3,2, ,
718,1,1,, ,1
718,2,1,, ,1
718,3,1,, ,5
718,4,3,1, ,
718,5,1,, ,5
718,6,1,, ,1
719,1,1,, ,1
719,2,1,, ,5
719,3,1,, ,5
719,4,3,1, ,
719,5,3,1, ,
719,6,1,, ,5
720,1,1,, ,1
720,2,3,2, ,
720,3,3,5, ,
720,4,3,2, ,
720,5,3,5, ,
720,6,3,4, ,
721,1,2,, ,1
721,2,99,, ,
721,3,99,, ,
721,4,99,, ,
721,5,99,, ,
721,6,99,, ,
722,1,1,, ,1
722,2,1,, ,1
722,3,1,, ,1
722,4,3,1, ,
722,5,3,1, ,
722,6,1,, ,5
723,1,1,, ,1
723,2,1,, ,1
723,3,1,, ,1
723,4,3,1, ,
723,5,1,, ,1
723,6,1,, ,5
724,1,1,, ,1
724,2,2,, ,1
724,3,3,6, ,
724,4,3,3, ,
724,5,3,3, ,
724,6,2,, ,1
725,1,2,, ,1
725,2,99,, ,
725,3,99,, ,
725,4,99,, ,
725,5,99,, ,
725,6,99,, ,
726,1,1,, ,1
726,2,1,, ,1
726,3,1,, ,1
726,4,99,, ,
726,5,99,, ,
726,6,1,, ,5
727,1,99,, ,
727,2,99,, ,
727,3,99,, ,
727,4,99,, ,
727,5,99,, ,
727,6,99,, ,
728,1,1,, ,1
728,2,1,, ,1
728,3,1,, ,1
728,4,3,1, ,
728,5,1,, ,1
728,6,1,, ,5
729,1,99,, ,
729,2,99,, ,
729,3,99,, ,
729,4,99,, ,
729,5,99,, ,
729,6,99,, ,
801,1,1,, ,1
801,2,2,, ,1
801,3,3,6, ,
801,4,3,6, ,
801,5,3,6, ,
801,6,2,, ,1
802,,,, ,
803,1,99,, ,
803,2,99,, ,
803,3,99,, ,
803,4,99,, ,
803,5,99,, ,
803,6,99,, ,
805,1,1,, ,1
805,2,2,, ,1
805,3,3,3, ,
805,4,3,3, ,
805,5,3,3, ,
805,6,3,3, ,
806,1,1,, ,1
806,2,99,, ,
806,3,99,, ,
806,4,99,, ,
806,5,99,, ,
806,6,99,, ,
807,1,1,, ,1
807,2,3,3, ,
807,3,3,6, ,
807,4,3,3, ,
807,5,3,3, ,
807,6,3,3, ,
808,,,, ,
809,1,2,, ,1
809,2,3,2, ,
809,3,3,4, ,
809,4,3,2, ,
809,5,3,4, ,
809,6,3,2, ,
810,1,1,, ,1
810,2,3,2, ,
810,3,3,5, ,
810,4,3,2, ,
810,5,3,4, ,
810,6,3,2, ,
812,1,2,, ,1
812,2,3,3, ,
812,3,3,3, ,
812,4,3,3, ,
812,5,3,3, ,
812,6,3,3, ,
813,1,2,, ,1
813,2,99,, ,
813,3,99,, ,
813,4,99,, ,
813,5,99,, ,
813,6,99,, ,
814,1,2,, ,2
814,2,1,, ,1
814,3,3,3, ,
814,4,3,3, ,
814,5,3,3, ,
814,6,3,6, ,
816,1,1,, ,1
816,2,1,, ,1
816,3,1,, ,1
816,4,3,1, ,
816,5,1,, ,1
816,6,1,, ,5
1158,1,1,, ,1
1158,2,2,, ,1
1158,3,1,, ,1
1158,4,3,1, ,
1158,5,1,, ,1
1158,6,1,, ,5
1159,,,, ,
1163,1,1,, ,1
1163,2,3,2, ,
1163,3,3,5, ,
1163,4,3,2, ,
1163,5,3,2, ,
1163,6,3,6, ,
1164,1,2,, ,1
1164,2,3,3, ,
1164,3,2,, ,1
1164,4,3,3, ,
1164,5,3,3, ,
1164,6,3,3, ,
1165,1,1,, ,1
1165,2,3,2, ,
1165,3,3,5, ,
1165,4,3,2, ,
1165,5,3,2, ,
1165,6,3,2, ,
1166,1,1,, ,1
1166,2,3,3, ,
1166,3,3,6, ,
1166,4,3,3, ,
1166,5,3,3, ,
1166,6,3,6, ,
1167,1,1,, ,1
1167,2,2,, ,1
1167,3,2,, ,1
1167,4,3,3, ,
1167,5,3,3, ,
1167,6,3,4, ,
1168,1,1,, ,1
1168,2,1,, ,1
1168,3,1,, ,1
1168,4,3,1, ,
1168,5,3,1, ,
1168,6,1,, ,5
1169,1,1,, ,1
1169,2,3,3, ,
1169,3,2,, ,1
1169,4,3,3, ,
1169,5,3,3, ,
1169,6,3,3, ,
1170,1,2,, ,1
1170,2,3,2, ,
1170,3,3,4, ,
1170,4,3,2, ,
1170,5,3,2, ,
1170,6,3,2, ,
1171,1,3,3, ,
1171,2,3,3, ,
1171,3,3,3, ,
1171,4,3,3, ,
1171,5,3,3, ,
1171,6,3,3, ,
1174,1,99,, ,
1174,2,99,, ,
1174,3,99,, ,
1174,4,99,, ,
1174,5,99,, ,
1174,6,99,, ,
1253,1,1,, ,1
1253,2,1,, ,1
1253,3,3,2, ,
1253,4,3,2, ,
1253,5,3,1, ,
1253,6,1,, ,1
1254,1,1,, ,1
1254,2,1,, ,1
1254,3,3,1, ,
1254,4,3,1, ,
1254,5,3,1, ,
1254,6,1,, ,1
1255,1,1,, ,1
1255,2,3,1, ,
1255,3,3,1, ,
1255,4,3,2, ,
1255,5,3,4, ,
1255,6,1,, ,1
1257,,,, ,
1258,1,1,, ,1
1258,2,1,, ,1
1258,3,3,1, ,
1258,4,2,, ,1
1258,5,1,, ,1
1258,6,1,, ,1
1259,,,, ,
1260,1,1,, ,1
1260,2,3,1, ,
1260,3,3,1, ,
1260,4,3,1, ,
1260,5,3,1, ,
1260,6,1,, ,1
1261,,,, ,
1262,1,1,, ,1
1262,2,1,, ,1
1262,3,3,2, ,
1262,4,3,1, ,
1262,5,3,1, ,
1262,6,3,1, ,
1263,1,1,, ,1
1263,2,1,, ,1
1263,3,3,1, ,
1263,4,3,2, ,
1263,5,3,1, ,
1263,6,1,, ,1
1264,,,, ,
