cvtermprop_id,cvterm_id,type_id,value,rank
21014,1901,8048,2015-12-07T19:25:12.000Z,0
21015,1902,8048,2015-12-07T19:25:12.000Z,0
21016,1903,8048,2015-12-07T19:25:12.000Z,0
21017,1904,8048,2015-12-07T19:25:12.000Z,0
21018,1905,8048,2015-12-07T19:25:12.000Z,0
21019,1906,8048,2015-12-07T19:25:12.000Z,0
21020,1907,8048,2015-12-07T19:25:12.000Z,0
21021,1908,8048,2015-12-07T19:25:12.000Z,0
21022,1909,8048,2015-12-07T19:25:12.000Z,0
21023,1910,8048,2015-12-07T19:25:12.000Z,0
20681,2000,8048,2015-12-07T19:25:12.000Z,0
20682,2002,8048,2015-12-07T19:25:12.000Z,0
20683,2010,8048,2015-12-07T19:25:12.000Z,0
20684,2012,8048,2015-12-07T19:25:12.000Z,0
20685,2014,8048,2015-12-07T19:25:12.000Z,0
20686,2015,8048,2015-12-07T19:25:12.000Z,0
20687,2020,8048,2015-12-07T19:25:12.000Z,0
20688,2030,8048,2015-12-07T19:25:12.000Z,0
20689,2040,8048,2015-12-07T19:25:12.000Z,0
20690,2045,8048,2015-12-07T19:25:12.000Z,0
20691,2050,8048,2015-12-07T19:25:12.000Z,0
20692,2052,8048,2015-12-07T19:25:12.000Z,0
20693,2053,8048,2015-12-07T19:25:12.000Z,0
20694,2054,8048,2015-12-07T19:25:12.000Z,0
20695,2056,8048,2015-12-07T19:25:12.000Z,0
20696,2058,8048,2015-12-07T19:25:12.000Z,0
20697,2060,8048,2015-12-07T19:25:12.000Z,0
20698,2065,8048,2015-12-07T19:25:12.000Z,0
20699,2070,8048,2015-12-07T19:25:12.000Z,0
20700,2080,8048,2015-12-07T19:25:12.000Z,0
20701,2090,8048,2015-12-07T19:25:12.000Z,0
20702,2100,8048,2015-12-07T19:25:12.000Z,0
20703,2105,8048,2015-12-07T19:25:12.000Z,0
20704,2110,8048,2015-12-07T19:25:12.000Z,0
20705,2120,8048,2015-12-07T19:25:12.000Z,0
20706,2122,8048,2015-12-07T19:25:12.000Z,0
20707,2123,8048,2015-12-07T19:25:12.000Z,0
20708,2124,8048,2015-12-07T19:25:12.000Z,0
20709,2126,8048,2015-12-07T19:25:12.000Z,0
20710,2128,8048,2015-12-07T19:25:12.000Z,0
20711,2129,8048,2015-12-07T19:25:12.000Z,0
20712,2130,8048,2015-12-07T19:25:12.000Z,0
20713,2140,8048,2015-12-07T19:25:12.000Z,0
20714,2141,8048,2015-12-07T19:25:12.000Z,0
20715,2142,8048,2015-12-07T19:25:12.000Z,0
20716,2143,8048,2015-12-07T19:25:12.000Z,0
20717,2144,8048,2015-12-07T19:25:12.000Z,0
20718,2145,8048,2015-12-07T19:25:12.000Z,0
20719,2146,8048,2015-12-07T19:25:12.000Z,0
20720,2147,8048,2015-12-07T19:25:12.000Z,0
20721,2148,8048,2015-12-07T19:25:12.000Z,0
20722,2149,8048,2015-12-07T19:25:12.000Z,0
20723,2150,8048,2015-12-07T19:25:12.000Z,0
20724,2151,8048,2015-12-07T19:25:12.000Z,0
20725,2152,8048,2015-12-07T19:25:12.000Z,0
20726,2153,8048,2015-12-07T19:25:12.000Z,0
20727,2154,8048,2015-12-07T19:25:12.000Z,0
20728,2155,8048,2015-12-07T19:25:12.000Z,0
20729,2160,8048,2015-12-07T19:25:12.000Z,0
20730,2170,8048,2015-12-07T19:25:12.000Z,0
20731,2180,8048,2015-12-07T19:25:12.000Z,0
20732,2182,8048,2015-12-07T19:25:12.000Z,0
20733,2190,8048,2015-12-07T19:25:12.000Z,0
20734,2191,8048,2015-12-07T19:25:12.000Z,0
20735,2200,8048,2015-12-07T19:25:12.000Z,0
20736,2204,8048,2015-12-07T19:25:12.000Z,0
20737,2205,8048,2015-12-07T19:25:12.000Z,0
20738,2206,8048,2015-12-07T19:25:12.000Z,0
20739,2207,8048,2015-12-07T19:25:12.000Z,0
20740,2208,8048,2015-12-07T19:25:12.000Z,0
20741,2209,8048,2015-12-07T19:25:12.000Z,0
20742,2210,8048,2015-12-07T19:25:12.000Z,0
20743,2220,8048,2015-12-07T19:25:12.000Z,0
20744,2230,8048,2015-12-07T19:25:12.000Z,0
20745,2240,8048,2015-12-07T19:25:12.000Z,0
20746,2250,8048,2015-12-07T19:25:12.000Z,0
20747,2260,8048,2015-12-07T19:25:12.000Z,0
20748,2270,8048,2015-12-07T19:25:12.000Z,0
20749,2280,8048,2015-12-07T19:25:12.000Z,0
20750,2285,8048,2015-12-07T19:25:12.000Z,0
20751,2290,8048,2015-12-07T19:25:12.000Z,0
20752,2300,8048,2015-12-07T19:25:12.000Z,0
20753,2305,8048,2015-12-07T19:25:12.000Z,0
20754,2310,8048,2015-12-07T19:25:12.000Z,0
20755,2320,8048,2015-12-07T19:25:12.000Z,0
20756,2325,8048,2015-12-07T19:25:12.000Z,0
20757,2330,8048,2015-12-07T19:25:12.000Z,0
20758,2340,8048,2015-12-07T19:25:12.000Z,0
20759,2350,8048,2015-12-07T19:25:12.000Z,0
20760,2360,8048,2015-12-07T19:25:12.000Z,0
20761,2370,8048,2015-12-07T19:25:12.000Z,0
20762,2380,8048,2015-12-07T19:25:12.000Z,0
20763,2390,8048,2015-12-07T19:25:12.000Z,0
20764,2400,8048,2015-12-07T19:25:12.000Z,0
20765,2403,8048,2015-12-07T19:25:12.000Z,0
20766,2405,8048,2015-12-07T19:25:12.000Z,0
20767,2410,8048,2015-12-07T19:25:12.000Z,0
20768,2420,8048,2015-12-07T19:25:12.000Z,0
20769,2430,8048,2015-12-07T19:25:12.000Z,0
20770,2440,8048,2015-12-07T19:25:12.000Z,0
20771,2450,8048,2015-12-07T19:25:12.000Z,0
20772,2451,8048,2015-12-07T19:25:12.000Z,0
20773,2452,8048,2015-12-07T19:25:12.000Z,0
20774,2460,8048,2015-12-07T19:25:12.000Z,0
20775,2470,8048,2015-12-07T19:25:12.000Z,0
20776,2475,8048,2015-12-07T19:25:12.000Z,0
20777,2477,8048,2015-12-07T19:25:12.000Z,0
20778,2478,8048,2015-12-07T19:25:12.000Z,0
20779,2480,8048,2015-12-07T19:25:12.000Z,0
20780,2481,8048,2015-12-07T19:25:12.000Z,0
20781,2482,8048,2015-12-07T19:25:12.000Z,0
20782,2490,8048,2015-12-07T19:25:12.000Z,0
20783,2495,8048,2015-12-07T19:25:12.000Z,0
20784,2500,8048,2015-12-07T19:25:12.000Z,0
20785,2510,8048,2015-12-07T19:25:12.000Z,0
20786,2515,8048,2015-12-07T19:25:12.000Z,0
20787,2520,8048,2015-12-07T19:25:12.000Z,0
20788,2530,8048,2015-12-07T19:25:12.000Z,0
20789,2540,8048,2015-12-07T19:25:12.000Z,0
20790,2550,8048,2015-12-07T19:25:12.000Z,0
20791,2560,8048,2015-12-07T19:25:12.000Z,0
20792,2570,8048,2015-12-07T19:25:12.000Z,0
20793,2580,8048,2015-12-07T19:25:12.000Z,0
20794,2590,8048,2015-12-07T19:25:12.000Z,0
20795,2600,8048,2015-12-07T19:25:12.000Z,0
20796,2610,8048,2015-12-07T19:25:12.000Z,0
20797,2620,8048,2015-12-07T19:25:12.000Z,0
20798,2630,8048,2015-12-07T19:25:12.000Z,0
20799,2640,8048,2015-12-07T19:25:12.000Z,0
20800,2650,8048,2015-12-07T19:25:12.000Z,0
20801,2655,8048,2015-12-07T19:25:12.000Z,0
20802,2657,8048,2015-12-07T19:25:12.000Z,0
20803,2660,8048,2015-12-07T19:25:12.000Z,0
20804,2670,8048,2015-12-07T19:25:12.000Z,0
20805,2680,8048,2015-12-07T19:25:12.000Z,0
20806,2690,8048,2015-12-07T19:25:12.000Z,0
20807,2700,8048,2015-12-07T19:25:12.000Z,0
20808,2710,8048,2015-12-07T19:25:12.000Z,0
20809,2720,8048,2015-12-07T19:25:12.000Z,0
20810,2730,8048,2015-12-07T19:25:12.000Z,0
20811,2740,8048,2015-12-07T19:25:12.000Z,0
20812,2750,8048,2015-12-07T19:25:12.000Z,0
20813,2760,8048,2015-12-07T19:25:12.000Z,0
20814,2770,8048,2015-12-07T19:25:12.000Z,0
20815,2780,8048,2015-12-07T19:25:12.000Z,0
20816,2790,8048,2015-12-07T19:25:12.000Z,0
20817,2800,8048,2015-12-07T19:25:12.000Z,0
20833,4000,8048,2015-12-07T19:25:12.000Z,0
20834,4010,8048,2015-12-07T19:25:12.000Z,0
20835,4020,8048,2015-12-07T19:25:12.000Z,0
20836,4025,8048,2015-12-07T19:25:12.000Z,0
20837,4030,8048,2015-12-07T19:25:12.000Z,0
20838,4040,8048,2015-12-07T19:25:12.000Z,0
20839,4050,8048,2015-12-07T19:25:12.000Z,0
20840,4060,8048,2015-12-07T19:25:12.000Z,0
20841,4070,8048,2015-12-07T19:25:12.000Z,0
20842,4080,8048,2015-12-07T19:25:12.000Z,0
20843,4090,8048,2015-12-07T19:25:12.000Z,0
20844,4100,8048,2015-12-07T19:25:12.000Z,0
20845,4110,8048,2015-12-07T19:25:12.000Z,0
20846,4111,8048,2015-12-07T19:25:12.000Z,0
20847,4112,8048,2015-12-07T19:25:12.000Z,0
20848,4113,8048,2015-12-07T19:25:12.000Z,0
20849,4120,8048,2015-12-07T19:25:12.000Z,0
20850,4130,8048,2015-12-07T19:25:12.000Z,0
20851,4140,8048,2015-12-07T19:25:12.000Z,0
20852,4150,8048,2015-12-07T19:25:12.000Z,0
20853,4160,8048,2015-12-07T19:25:12.000Z,0
20854,4170,8048,2015-12-07T19:25:12.000Z,0
20855,4180,8048,2015-12-07T19:25:12.000Z,0
20856,4190,8048,2015-12-07T19:25:12.000Z,0
20857,4200,8048,2015-12-07T19:25:12.000Z,0
20858,4210,8048,2015-12-07T19:25:12.000Z,0
20859,4250,8048,2015-12-07T19:25:12.000Z,0
20860,4260,8048,2015-12-07T19:25:12.000Z,0
20861,4270,8048,2015-12-07T19:25:12.000Z,0
20862,4280,8048,2015-12-07T19:25:12.000Z,0
20863,4290,8048,2015-12-07T19:25:12.000Z,0
20864,4300,8048,2015-12-07T19:25:12.000Z,0
20865,4310,8048,2015-12-07T19:25:12.000Z,0
20866,4320,8048,2015-12-07T19:25:12.000Z,0
20867,4330,8048,2015-12-07T19:25:12.000Z,0
20868,4340,8048,2015-12-07T19:25:12.000Z,0
20869,4350,8048,2015-12-07T19:25:12.000Z,0
20870,4360,8048,2015-12-07T19:25:12.000Z,0
20871,4370,8048,2015-12-07T19:25:12.000Z,0
20872,4380,8048,2015-12-07T19:25:12.000Z,0
20873,4390,8048,2015-12-07T19:25:12.000Z,0
20874,4400,8048,2015-12-07T19:25:12.000Z,0
20875,4410,8048,2015-12-07T19:25:12.000Z,0
20876,4420,8048,2015-12-07T19:25:12.000Z,0
20877,4430,8048,2015-12-07T19:25:12.000Z,0
20878,4440,8048,2015-12-07T19:25:12.000Z,0
20879,4450,8048,2015-12-07T19:25:12.000Z,0
20880,4460,8048,2015-12-07T19:25:12.000Z,0
20881,4470,8048,2015-12-07T19:25:12.000Z,0
20882,4480,8048,2015-12-07T19:25:12.000Z,0
20883,4490,8048,2015-12-07T19:25:12.000Z,0
20884,4520,8048,2015-12-07T19:25:12.000Z,0
20885,4530,8048,2015-12-07T19:25:12.000Z,0
20886,4540,8048,2015-12-07T19:25:12.000Z,0
20887,4550,8048,2015-12-07T19:25:12.000Z,0
20888,4560,8048,2015-12-07T19:25:12.000Z,0
20889,4570,8048,2015-12-07T19:25:12.000Z,0
21024,6000,8048,2015-12-07T19:25:12.000Z,0
21025,6010,8048,2015-12-07T19:25:12.000Z,0
21026,6014,8048,2015-12-07T19:25:12.000Z,0
21027,6015,8048,2015-12-07T19:25:12.000Z,0
21028,6016,8048,2015-12-07T19:25:12.000Z,0
21029,6020,8048,2015-12-07T19:25:12.000Z,0
21030,6025,8048,2015-12-07T19:25:12.000Z,0
21031,6030,8048,2015-12-07T19:25:12.000Z,0
21032,6035,8048,2015-12-07T19:25:12.000Z,0
21033,6036,8048,2015-12-07T19:25:12.000Z,0
21034,6040,8048,2015-12-07T19:25:12.000Z,0
21035,6041,8048,2015-12-07T19:25:12.000Z,0
21036,6042,8048,2015-12-07T19:25:12.000Z,0
21037,6045,8048,2015-12-07T19:25:12.000Z,0
21038,6050,8048,2015-12-07T19:25:12.000Z,0
21039,6060,8048,2015-12-07T19:25:12.000Z,0
21040,6064,8048,2015-12-07T19:25:12.000Z,0
21041,6065,8048,2015-12-07T19:25:12.000Z,0
21042,6066,8048,2015-12-07T19:25:12.000Z,0
21043,6067,8048,2015-12-07T19:25:12.000Z,0
21044,6070,8048,2015-12-07T19:25:12.000Z,0
21045,6080,8048,2015-12-07T19:25:12.000Z,0
21046,6084,8048,2015-12-07T19:25:12.000Z,0
21047,6085,8048,2015-12-07T19:25:12.000Z,0
21048,6086,8048,2015-12-07T19:25:12.000Z,0
21049,6087,8048,2015-12-07T19:25:12.000Z,0
21050,6088,8048,2015-12-07T19:25:12.000Z,0
21051,6089,8048,2015-12-07T19:25:12.000Z,0
21052,6090,8048,2015-12-07T19:25:12.000Z,0
21053,6095,8048,2015-12-07T19:25:12.000Z,0
20667,6100,1113,1.00,0
20674,6100,1115,14.00,0
21054,6105,8048,2015-12-07T19:25:12.000Z,0
21055,6110,8048,2015-12-07T19:25:12.000Z,0
21056,6115,8048,2015-12-07T19:25:12.000Z,0
21057,6120,8048,2015-12-07T19:25:12.000Z,0
21058,6130,8048,2015-12-07T19:25:12.000Z,0
21059,6140,8048,2015-12-07T19:25:12.000Z,0
21060,6150,8048,2015-12-07T19:25:12.000Z,0
21061,6160,8048,2015-12-07T19:25:12.000Z,0
21062,6170,8048,2015-12-07T19:25:12.000Z,0
21063,6180,8048,2015-12-07T19:25:12.000Z,0
21064,6190,8048,2015-12-07T19:25:12.000Z,0
20334,8005,1800,Study Detail,0
20335,8006,1800,Study Detail,0
20336,8007,1800,Study Detail,0
20337,8008,1800,Study Detail,0
20338,8009,1800,Study Detail,0
20339,8010,1800,Study Detail,0
20340,8020,1800,Study Detail,0
20341,8021,1800,Study Detail,0
20342,8030,1800,Study Detail,0
20343,8040,1800,Study Detail,0
20344,8045,1800,Study Detail,0
20345,8050,1800,Study Detail,0
20346,8060,1800,Study Detail,0
20347,8065,1800,Study Detail,0
20348,8066,1800,Study Detail,0
20349,8070,1800,Study Detail,0
20350,8071,1800,Study Detail,0
20351,8080,1800,Study Detail,0
20352,8090,1800,Study Detail,0
20353,8100,1800,Study Detail,0
20354,8110,1800,Study Detail,0
20355,8115,1800,Study Detail,0
21990,8116,1800,Environment Detail,1
21989,8116,1800,Study Detail,0
21992,8117,1800,Environment Detail,1
21991,8117,1800,Study Detail,0
21994,8118,1800,Environment Detail,1
21993,8118,1800,Study Detail,0
21996,8119,1800,Environment Detail,1
21995,8119,1800,Study Detail,0
20356,8120,1800,Study Detail,0
20357,8130,1800,Study Detail,0
20359,8131,1800,Experimental Design,1
20361,8132,1800,Experimental Design,1
20363,8133,1800,Experimental Design,1
20365,8134,1800,Experimental Design,1
20366,8135,1800,Environment Detail,0
20369,8136,1800,Experimental Design,1
20371,8137,1800,Experimental Design,1
20373,8138,1800,Experimental Design,1
20375,8139,1800,Experimental Design,1
20376,8140,1800,Study Detail,0
20378,8142,1800,Experimental Design,1
20380,8146,1800,Experimental Design,1
20381,8150,1800,Study Detail,0
20382,8155,1800,Study Detail,0
21276,8165,1800,Environment Detail,0
20384,8170,1800,Environment Detail,0
20386,8180,1800,Environment Detail,0
20388,8185,1800,Environment Detail,0
20389,8185,1800,Study Detail,1
20390,8186,1800,Environment Detail,0
21668,8186,8049,2020-12-01T20:02:23.520Z,0
20392,8189,1800,Environment Detail,0
20394,8190,1800,Environment Detail,0
20396,8191,1800,Environment Detail,0
20398,8192,1800,Environment Detail,0
20400,8193,1800,Environment Detail,0
20402,8194,1800,Environment Detail,0
20404,8195,1800,Environment Detail,0
20406,8196,1800,Environment Detail,0
20408,8200,1800,Experimental Design,0
21280,8201,1800,Germplasm Descriptor,0
21292,8205,1800,Observation Unit,0
21649,8205,8049,2021-02-01T22:57:47.052Z,0
21293,8206,1800,Observation Unit,0
21294,8207,1800,Observation Unit,0
20409,8210,1800,Experimental Design,0
20410,8220,1800,Experimental Design,0
20411,8221,1800,Experimental Design,0
20412,8221,1800,Treatment Factor,1
20413,8222,1800,Experimental Design,0
20414,8222,1800,Treatment Factor,1
20415,8230,1800,Germplasm Descriptor,0
20416,8240,1800,Germplasm Descriptor,0
20417,8241,1800,Experimental Design,0
20418,8241,1800,Treatment Factor,1
20419,8250,1800,Germplasm Descriptor,0
20420,8251,1800,Study Detail,0
20421,8252,1800,Selection Method,0
20422,8253,1800,Experimental Design,0
20423,8255,1800,Germplasm Descriptor,0
20424,8256,1800,Study Detail,0
20425,8257,1800,Study Detail,0
20426,8258,1800,Experimental Design,0
20427,8259,1800,Experimental Design,0
20428,8260,1800,Experimental Design,0
20429,8260,1800,Treatment Factor,1
20430,8261,1800,Selection Method,0
20431,8262,1800,Selection Method,0
20432,8263,1800,Selection Method,0
20433,8264,1800,Selection Method,0
20436,8266,1800,Selection Method,0
20437,8267,1800,Selection Method,0
20438,8268,1800,Selection Method,0
20440,8270,1800,Environment Condition,0
20442,8280,1800,Environment Detail,0
20443,8280,1800,Study Detail,1
20444,8282,1800,Experimental Design,0
20445,8282,1800,Treatment Factor,1
20446,8284,1800,Experimental Design,0
20447,8284,1800,Treatment Factor,1
20448,8300,1800,Germplasm Descriptor,0
20449,8310,1800,Germplasm Descriptor,0
20450,8320,1800,Germplasm Descriptor,0
20451,8330,1800,Germplasm Descriptor,0
20452,8340,1800,Germplasm Descriptor,0
20453,8350,1800,Experimental Design,0
20454,8360,1800,Germplasm Descriptor,0
20455,8369,1800,Environment Detail,0
20456,8369,1800,Study Detail,1
20457,8370,1800,Environment Detail,0
20458,8370,1800,Study Detail,1
20459,8371,1800,Environment Detail,0
20460,8371,1800,Study Detail,1
20461,8372,1800,Environment Detail,0
20462,8372,1800,Study Detail,1
20463,8373,1800,Environment Detail,0
20464,8373,1800,Study Detail,1
20465,8377,1800,Germplasm Descriptor,0
20466,8378,1800,Germplasm Descriptor,0
20467,8380,1800,Experimental Design,0
20468,8383,1800,Environment Detail,0
21478,8383,8049,2019-12-03T15:39:36.555Z,0
20470,8384,1800,Environment Detail,0
20472,8385,1800,Environment Detail,0
20473,8385,1800,Study Detail,1
20474,8386,1800,Environment Detail,0
20476,8387,1800,Environment Detail,0
20478,8388,1800,Experimental Design,0
20479,8388,1800,Treatment Factor,1
20480,8390,1800,Trait,0
21475,8390,8049,2019-12-03T14:34:41.242Z,0
20481,8391,1800,Trait,0
20482,8392,1800,Trait,0
20483,8393,1800,Trait,0
20484,8400,1800,Experimental Design,0
20485,8410,1800,Experimental Design,0
20487,8411,1800,Experimental Design,1
20489,8412,1800,Experimental Design,1
20491,8413,1800,Experimental Design,1
20492,8581,1800,Experimental Design,0
20493,8582,1800,Experimental Design,0
20494,8583,1800,Environment Detail,0
20496,8584,1800,Environment Detail,0
20498,8590,1800,Experimental Design,0
20499,8600,1800,Experimental Design,0
20500,8600,1800,Treatment Factor,1
20501,8620,1800,Environment Detail,0
20503,8630,1800,Trait,0
20504,8640,1800,Environment Detail,0
20505,8640,1800,Study Detail,1
20506,8650,1800,Environment Detail,0
20507,8650,1800,Study Detail,1
20508,8660,1800,Environment Detail,0
20509,8660,1800,Study Detail,1
20510,8670,1800,Environment Detail,0
20511,8670,1800,Study Detail,1
20512,8680,1800,Study Detail,0
20513,8690,1800,Environment Detail,0
20515,8700,1800,Environment Detail,0
20517,8710,1800,Selection Method,0
20518,8720,1800,Environment Detail,0
20520,8730,1800,Environment Detail,0
20522,8740,1800,Environment Detail,0
20524,8750,1800,Environment Detail,0
20526,8760,1800,Environment Detail,0
20528,8770,1800,Environment Detail,0
