aud_id,rev_type,gid,methn,gnpgs,gpid1,gpid2,created_by,lgid,glocn,gdate,gref,grplce,mgid,cid,sid,gchange,deleted,germplsm_uuid,modified_by,created_date,modified_date
159,0,60700,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G0Fmm50Ui,NULL,2022-07-11 09:58:13,NULL
160,0,60701,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GeOOMGDGc,NULL,2022-07-11 09:58:13,NULL
161,0,60702,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G9GzxOaYu,NULL,2022-07-11 09:58:13,NULL
162,0,60703,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gg9aeDGlo,NULL,2022-07-11 09:58:13,NULL
163,0,60704,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GFtOZIVLe,NULL,2022-07-11 09:58:13,NULL
164,0,60705,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GmxnBaOzA,NULL,2022-07-11 10:09:38,NULL
165,0,60706,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gs1suRfhk,NULL,2022-07-11 10:09:38,NULL
166,0,60707,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gjr7EoBx6,NULL,2022-07-11 10:09:38,NULL
167,0,60708,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gchg1O6xx,NULL,2022-07-11 10:09:38,NULL
168,0,60709,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GMuEVQLyt,NULL,2022-07-11 10:09:38,NULL
169,0,60710,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GKZgGWIPR,NULL,2022-07-11 10:09:38,NULL
170,0,60711,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GYA3FSczk,NULL,2022-07-11 10:09:38,NULL
171,0,60712,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G6Hb08vBy,NULL,2022-07-11 10:09:38,NULL
172,0,60713,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GKtr38ytQ,NULL,2022-07-11 10:09:38,NULL
173,0,60714,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GH8AtnsZP,NULL,2022-07-11 10:09:38,NULL
174,0,60715,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gm4unsLiy,NULL,2022-07-11 10:09:38,NULL
175,0,60716,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GGehehtli,NULL,2022-07-11 10:09:38,NULL
176,0,60717,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GdmDHPtm5,NULL,2022-07-11 10:09:38,NULL
177,0,60718,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GGRut6Ngj,NULL,2022-07-11 10:09:38,NULL
178,0,60719,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GmuTRHe0K,NULL,2022-07-11 10:09:38,NULL
179,0,60720,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GyjTpIpS9,NULL,2022-07-11 10:09:38,NULL
180,0,60721,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GExar5mH0,NULL,2022-07-11 10:09:38,NULL
181,0,60722,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GsPpRRCvV,NULL,2022-07-11 10:09:38,NULL
182,0,60723,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GVKbIqA2Q,NULL,2022-07-11 10:09:38,NULL
183,0,60724,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GpUiQhdNb,NULL,2022-07-11 10:09:38,NULL
184,0,60725,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GEEJZicnl,NULL,2022-07-11 10:09:38,NULL
185,0,60726,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GanqRqHfe,NULL,2022-07-11 10:09:38,NULL
186,0,60727,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gfe0y8BWZ,NULL,2022-07-11 10:09:38,NULL
187,0,60728,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GcRsHyWDJ,NULL,2022-07-11 10:09:38,NULL
188,0,60729,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GgJOHVfqD,NULL,2022-07-11 10:09:38,NULL
189,0,60730,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G1VzNfFg9,NULL,2022-07-11 10:09:38,NULL
190,0,60731,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GcvBw4xJL,NULL,2022-07-11 10:09:38,NULL
191,0,60732,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GAZAyca33,NULL,2022-07-11 10:09:38,NULL
192,0,60733,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GNSqHiciJ,NULL,2022-07-11 10:09:38,NULL
193,0,60734,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GA6yo7JSR,NULL,2022-07-11 10:09:38,NULL
194,0,60735,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G5HjB5634,NULL,2022-07-11 10:09:38,NULL
195,0,60736,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GIst0cGdJ,NULL,2022-07-11 10:09:38,NULL
196,0,60737,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G1Bp8pooN,NULL,2022-07-11 10:09:38,NULL
197,0,60738,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gb7vHbjkW,NULL,2022-07-11 10:09:38,NULL
198,0,60739,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GPyRSub5K,NULL,2022-07-11 10:09:38,NULL
199,0,60740,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GCOM3wTMa,NULL,2022-07-11 10:09:38,NULL
200,0,60741,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GdPajvjMN,NULL,2022-07-11 10:09:38,NULL
201,0,60742,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G6CWUngxJ,NULL,2022-07-11 10:09:38,NULL
202,0,60743,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GRWyNrtnY,NULL,2022-07-11 10:09:38,NULL
203,0,60744,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GuWRwgjfs,NULL,2022-07-11 10:09:38,NULL
204,0,60745,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GxHPeJBUA,NULL,2022-07-11 10:09:38,NULL
205,0,60746,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G31Zdsk21,NULL,2022-07-11 10:09:38,NULL
206,0,60747,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G9hXRPfvo,NULL,2022-07-11 10:09:38,NULL
207,0,60748,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GdX6IO72j,NULL,2022-07-11 10:09:38,NULL
208,0,60749,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gwj305PU1,NULL,2022-07-11 10:09:38,NULL
209,0,60750,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GlgxE6ivT,NULL,2022-07-11 10:09:38,NULL
210,0,60751,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GUsQP4NtP,NULL,2022-07-11 10:09:38,NULL
211,0,60752,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gs9sqhoPF,NULL,2022-07-11 10:09:38,NULL
212,0,60753,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GS50IGPum,NULL,2022-07-11 10:09:38,NULL
213,0,60754,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G7P9i4Wlw,NULL,2022-07-11 10:09:38,NULL
214,0,60755,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GyuUUXUE6,NULL,2022-07-11 10:09:38,NULL
215,0,60756,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G2QJaWp7T,NULL,2022-07-11 10:09:38,NULL
216,0,60757,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GlQLFpRij,NULL,2022-07-11 10:09:38,NULL
217,0,60758,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GlxG7Evza,NULL,2022-07-11 10:09:38,NULL
218,0,60759,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GwStHlY4G,NULL,2022-07-11 10:09:38,NULL
219,0,60760,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Ga2GXtahH,NULL,2022-07-11 10:09:38,NULL
220,0,60761,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GJCjNWhtd,NULL,2022-07-11 10:09:38,NULL
221,0,60762,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GsKvAn6su,NULL,2022-07-11 10:09:38,NULL
222,0,60763,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G1vEt1cCP,NULL,2022-07-11 10:09:38,NULL
223,0,60764,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GRkTcIREP,NULL,2022-07-11 10:09:38,NULL
224,0,60765,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G49VnPzTW,NULL,2022-07-11 10:09:38,NULL
225,0,60766,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GlvgE1Khj,NULL,2022-07-11 10:09:38,NULL
226,0,60767,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GoM8EUEU6,NULL,2022-07-11 10:09:38,NULL
227,0,60768,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GfyMJZcZE,NULL,2022-07-11 10:09:38,NULL
228,0,60769,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GS1xZBftC,NULL,2022-07-11 10:09:38,NULL
229,0,60770,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GDWBTmLrX,NULL,2022-07-11 10:09:38,NULL
230,0,60771,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GA5bxMTY4,NULL,2022-07-11 10:09:38,NULL
231,0,60772,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gis7S9UAU,NULL,2022-07-11 10:09:38,NULL
232,0,60773,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GY8sFnPQj,NULL,2022-07-11 10:09:38,NULL
233,0,60774,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GjJhfuODM,NULL,2022-07-11 10:09:38,NULL
234,0,60775,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GiVu5Toqg,NULL,2022-07-11 10:09:38,NULL
235,0,60776,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GKtl6HwXV,NULL,2022-07-11 10:09:38,NULL
236,0,60777,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GaOZ2TWg4,NULL,2022-07-11 10:09:38,NULL
237,0,60778,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gb7GcXGAO,NULL,2022-07-11 10:09:38,NULL
238,0,60779,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GqA61O6mM,NULL,2022-07-11 10:09:38,NULL
239,0,60780,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GpeGPBhLf,NULL,2022-07-11 10:09:38,NULL
240,0,60781,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GJ24O0nm9,NULL,2022-07-11 10:09:38,NULL
241,0,60782,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GrlVeWwiX,NULL,2022-07-11 10:09:38,NULL
242,0,60783,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GeOMoKqtT,NULL,2022-07-11 10:09:38,NULL
243,0,60784,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gt80I28l8,NULL,2022-07-11 10:22:35,NULL
244,0,60785,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gsnc7pCwp,NULL,2022-07-11 10:22:35,NULL
245,0,60786,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gjo4mE6RZ,NULL,2022-07-11 10:22:35,NULL
246,0,60787,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GbzgmJOjr,NULL,2022-07-11 10:22:35,NULL
247,0,60788,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G1oCkcpv5,NULL,2022-07-11 10:22:35,NULL
248,0,60789,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G2GZqwRB5,NULL,2022-07-11 10:22:35,NULL
249,0,60790,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GQ3vr8buh,NULL,2022-07-11 10:22:35,NULL
250,0,60791,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G0dCl5ZbT,NULL,2022-07-11 10:22:35,NULL
251,0,60792,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GpUAkcxbD,NULL,2022-07-11 10:22:35,NULL
252,0,60793,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GMGb2ctYm,NULL,2022-07-11 10:22:35,NULL
253,0,60794,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GG7JYGTS2,NULL,2022-07-11 10:22:35,NULL
254,0,60795,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GibXWfkW5,NULL,2022-07-11 10:22:35,NULL
255,0,60796,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gg5c9m4Ns,NULL,2022-07-11 10:22:35,NULL
256,0,60797,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GC8sN1TsP,NULL,2022-07-11 10:22:35,NULL
257,0,60798,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GdHx1XDE4,NULL,2022-07-11 10:22:35,NULL
258,0,60799,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GdMGFn8gh,NULL,2022-07-11 10:22:35,NULL
259,0,60800,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G9wy9kfu2,NULL,2022-07-11 10:22:35,NULL
260,0,60801,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GkB1bhen8,NULL,2022-07-11 10:22:35,NULL
261,0,60802,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GOgPO2AhV,NULL,2022-07-11 10:22:35,NULL
262,0,60803,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GpduOVg2p,NULL,2022-07-11 10:22:35,NULL
263,0,60804,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GaSzl3Xg8,NULL,2022-07-11 10:22:35,NULL
264,0,60805,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GzLKPQxFG,NULL,2022-07-11 10:22:35,NULL
265,0,60806,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GL7UtyVwf,NULL,2022-07-11 10:22:35,NULL
266,0,60807,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GLAuAzSk0,NULL,2022-07-11 10:22:35,NULL
267,0,60808,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GttDOLyzj,NULL,2022-07-11 10:22:35,NULL
268,0,60809,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gs6XvdAs5,NULL,2022-07-11 10:22:35,NULL
269,0,60810,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GBJryfGr7,NULL,2022-07-11 10:22:35,NULL
270,0,60811,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GJcoRy1q4,NULL,2022-07-11 10:22:35,NULL
271,0,60812,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GhaDGQrHE,NULL,2022-07-11 10:22:35,NULL
272,0,60813,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GQ3s3kB6u,NULL,2022-07-11 10:22:35,NULL
273,0,60814,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GHDJaI1TN,NULL,2022-07-11 10:22:35,NULL
274,0,60815,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GbEtG7ycu,NULL,2022-07-11 10:22:35,NULL
275,0,60816,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GYlF9eaNS,NULL,2022-07-11 10:22:35,NULL
276,0,60817,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GZJ32absY,NULL,2022-07-11 10:22:35,NULL
277,0,60818,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GjRQw6o3D,NULL,2022-07-11 10:22:35,NULL
278,0,60819,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GfBgSxuZ1,NULL,2022-07-11 10:22:35,NULL
279,0,60820,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GlPc32XpE,NULL,2022-07-11 10:22:35,NULL
280,0,60821,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GKyQe0Dv9,NULL,2022-07-11 10:22:35,NULL
281,0,60822,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GnOsZg6UO,NULL,2022-07-11 10:22:35,NULL
282,0,60823,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GDPjml2to,NULL,2022-07-11 10:22:35,NULL
283,0,60824,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gn5VnXkGC,NULL,2022-07-11 10:22:35,NULL
284,0,60825,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G7LKtuEs9,NULL,2022-07-11 10:22:35,NULL
285,0,60826,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GjnKvS7z1,NULL,2022-07-11 10:22:35,NULL
286,0,60827,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GODBI0t5y,NULL,2022-07-11 10:22:35,NULL
287,0,60828,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GfY8Qwqmf,NULL,2022-07-11 10:22:35,NULL
288,0,60829,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Ggu7QPTGa,NULL,2022-07-11 10:22:35,NULL
289,0,60830,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GFe3CJJsv,NULL,2022-07-11 10:22:35,NULL
290,0,60831,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GiS6TM8et,NULL,2022-07-11 10:22:35,NULL
291,0,60832,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GY7K5obVj,NULL,2022-07-11 10:22:35,NULL
292,0,60833,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G5saCNPXY,NULL,2022-07-11 10:22:35,NULL
293,0,60834,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GiOJayDiY,NULL,2022-07-11 10:22:35,NULL
294,0,60835,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GRYvT2Zjw,NULL,2022-07-11 10:22:35,NULL
295,0,60836,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GMAkzitFz,NULL,2022-07-11 10:22:35,NULL
296,0,60837,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GYkGDeOXB,NULL,2022-07-11 10:22:35,NULL
297,0,60838,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GjxNKGeoj,NULL,2022-07-11 10:22:35,NULL
298,0,60839,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gzo1aZc1o,NULL,2022-07-11 10:22:35,NULL
299,0,60840,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GFSgvjfyH,NULL,2022-07-11 10:22:35,NULL
300,0,60841,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Go4DWmzg6,NULL,2022-07-11 10:22:35,NULL
301,0,60842,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GwHuDm9pa,NULL,2022-07-11 10:22:35,NULL
302,0,60843,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GNmgXZx30,NULL,2022-07-11 10:22:35,NULL
303,0,60844,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gn0cb2rL9,NULL,2022-07-11 10:22:35,NULL
304,0,60845,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GlHwePhMU,NULL,2022-07-11 10:22:35,NULL
305,0,60846,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gsm7o3yhS,NULL,2022-07-11 10:22:35,NULL
306,0,60847,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Go7LDEe1M,NULL,2022-07-11 10:22:35,NULL
307,0,60848,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GBlyzfdxH,NULL,2022-07-11 10:22:36,NULL
308,0,60849,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GPioQ15ch,NULL,2022-07-11 10:22:36,NULL
309,0,60850,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GSOqdTQcI,NULL,2022-07-11 10:22:36,NULL
310,0,60851,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gf9BYGHiy,NULL,2022-07-11 10:22:36,NULL
311,0,60852,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6Gyec2fdRl,NULL,2022-07-11 10:22:36,NULL
312,0,60853,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G19WfMbi7,NULL,2022-07-11 10:22:36,NULL
313,0,60854,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6G20t7QAlh,NULL,2022-07-11 10:22:36,NULL
314,0,60855,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GD0ZFxapw,NULL,2022-07-11 10:22:36,NULL
315,0,60856,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GmXUgXOgY,NULL,2022-07-11 10:22:36,NULL
316,0,60857,31,-1,0,0,109,0,25667,20220711,0,0,0,NULL,NULL,NULL,0,QAP6GG4D134H5,NULL,2022-07-11 10:22:36,NULL
